id	geom	mi	inom	nome_carta
8795	0106000020EF7C00000100000001030000000100000005000000C6CEFB21901F284122E4635F22C16141B1F270D618202841A161E063E3C76141208A29CC438C2841A520D6B8DAC761419AF2F58EB48B28415E9FC68719C16141C6CEFB21901F284122E4635F22C16141	1041-1-SE	SB-23-Z-B-III-1-SE	\N
8796	0106000020EF7C000001000000010300000001000000050000009AF2F58EB48B28415E9FC68719C16141208A29CC438C2841A520D6B8DAC761415C5BBC9C71F8284194252EA6D1C7614173C1EAD5DBF728414ADC764610C161419AF2F58EB48B28415E9FC68719C16141	1041-2-SO	SB-23-Z-B-III-2-SO	\N
8797	0106000020EF7C00000100000001030000000100000005000000346CFA2770B42741B05EAE7FACCE61413347C416EDB42741B2D260566DD561414AA9D4FD212128418A74026865D56141432D71CA9E2028417E1DBD66A4CE6141346CFA2770B42741B05EAE7FACCE6141	964-3-SO	SB-23-X-D-VI-3-SO	\N
8798	0106000020EF7C00000100000001030000000100000005000000432D71CA9E2028417E1DBD66A4CE61414AA9D4FD212128418A74026865D561419E5307A0598D284152683E165DD561414A433D27D08C28418DAC50E89BCE6141432D71CA9E2028417E1DBD66A4CE6141	964-3-SE	SB-23-X-D-VI-3-SE	\N
8799	0106000020EF7C000001000000010300000001000000050000004A433D27D08C28418DAC50E89BCE61419E5307A0598D284152683E165DD561410F33C61E94F92841D0AD076154D56141E0C1BE5F04F92841BDC75B0493CE61414A433D27D08C28418DAC50E89BCE6141	964-4-SO	SB-23-X-D-VI-4-SO	\N
8800	0106000020EF7C000001000000010300000001000000050000003347C416EDB42741B2D260566DD56141B304756667B527412D607A2B2EDC614167637470A221284188C5B86726DC61414AA9D4FD212128418A74026865D561413347C416EDB42741B2D260566DD56141	964-3-NO	SB-23-X-D-VI-3-NO	\N
8801	0106000020EF7C000001000000010300000001000000050000004AA9D4FD212128418A74026865D5614167637470A221284188C5B86726DC6141C5CC5E36E08D2841137BA7421EDC61419E5307A0598D284152683E165DD561414AA9D4FD212128418A74026865D56141	964-3-NE	SB-23-X-D-VI-3-NE	\N
8802	0106000020EF7C000001000000010300000001000000050000009E5307A0598D284152683E165DD56141C5CC5E36E08D2841137BA7421EDC614172D3A7D920FA2841ABC439BC15DC61410F33C61E94F92841D0AD076154D561419E5307A0598D284152683E165DD56141	964-4-NO	SB-23-X-D-VI-4-NO	\N
8803	0106000020EF7C00000100000001030000000100000005000000D251E816DFB52741D99C03FFEEE261414BA3FA2754B62741522005D1AFE961419C9DD0129B222841C2D99962A8E961410E2A2A22202228411B71E865E7E26141D251E816DFB52741D99C03FFEEE26141	964-1-NO	SB-23-X-D-VI-1-NO	\N
8804	0106000020EF7C000001000000010300000001000000050000000E2A2A22202228411B71E865E7E261419C9DD0129B222841C2D99962A8E96141F48C16BBE48E28412B4B0C97A0E961418E9C1BEA638E2841C50D946DDFE261410E2A2A22202228411B71E865E7E26141	964-1-NE	SB-23-X-D-VI-1-NE	\N
8805	0106000020EF7C000001000000010300000001000000050000008E9C1BEA638E2841C50D946DDFE26141F48C16BBE48E28412B4B0C97A0E9614178B4524231FB28411E41506E98E961410EAE3990AAFA2841F8FAF915D7E261418E9C1BEA638E2841C50D946DDFE26141	964-2-NO	SB-23-X-D-VI-2-NO	\N
8806	0106000020EF7C000001000000010300000001000000050000004BA3FA2754B62741522005D1AFE9614178358999C6B62741108487A170F061414B30434213232841CB63D55D69F061419C9DD0129B222841C2D99962A8E961414BA3FA2754B62741522005D1AFE96141	887-3-SO	SB-23-X-D-III-3-SO	\N
8807	0106000020EF7C0000010000000103000000010000000500000078358999C6B62741108487A170F061415C0C726B36B727415C63937031F7614148265EB0882328414A75A3572AF761414B30434213232841CB63D55D69F0614178358999C6B62741108487A170F06141	887-3-NO	SB-23-X-D-III-3-NO	\N
8808	0106000020EF7C000001000000010300000001000000050000009C9DD0129B222841C2D99962A8E961414B30434213232841CB63D55D69F061412D4429A9628F2841CC5F18BF61F06141F48C16BBE48E28412B4B0C97A0E961419C9DD0129B222841C2D99962A8E96141	887-3-SE	SB-23-X-D-III-3-SE	\N
8809	0106000020EF7C00000100000001030000000100000005000000F48C16BBE48E28412B4B0C97A0E961412D4429A9628F2841CC5F18BF61F06141D0BECAEFB4FB28413C8944C559F0614178B4524231FB28411E41506E98E96141F48C16BBE48E28412B4B0C97A0E96141	887-4-SO	SB-23-X-D-III-4-SO	\N
8810	0106000020EF7C000001000000010300000001000000050000004B30434213232841CB63D55D69F0614148265EB0882328414A75A3572AF76141A7442EB4DD8F2841E779C0E522F761412D4429A9628F2841CC5F18BF61F061414B30434213232841CB63D55D69F06141	887-3-NE	SB-23-X-D-III-3-NE	\N
8811	0106000020EF7C000001000000010300000001000000050000002D4429A9628F2841CC5F18BF61F06141A7442EB4DD8F2841E779C0E522F76141CF8B7A9835FC28411FC7DE1A1BF76141D0BECAEFB4FB28413C8944C559F061412D4429A9628F2841CC5F18BF61F06141	887-4-NO	SB-23-X-D-III-4-NO	\N
8812	0106000020EF7C00000100000001030000000100000005000000A8F3939DA3B72741465B313EF2FD6141BE7ECE2F0EB82741990A6A0AB30462419A6602486B24284198CF1847AC046241B095FE5CFB2328410E760C50EBFD6141A8F3939DA3B72741465B313EF2FD6141	887-1-NO	SB-23-X-D-III-1-NO	\N
8813	0106000020EF7C00000100000001030000000100000005000000BE7ECE2F0EB82741990A6A0AB3046241BE08022276B82741D21146D5730B62411E534871D824284110EDD03C6D0B62419A6602486B24284198CF1847AC046241BE7ECE2F0EB82741990A6A0AB3046241	814-3-SO	SB-23-X-B-VI-3-SO	\N
8814	0106000020EF7C00000100000001030000000100000005000000B095FE5CFB2328410E760C50EBFD61419A6602486B24284198CF1847AC04624171787D20CB902841EF7F052FA504624114ED00DC559028416BC90C0BE4FD6141B095FE5CFB2328410E760C50EBFD6141	887-1-NE	SB-23-X-D-III-1-NE	\N
8815	0106000020EF7C0000010000000103000000010000000500000014ED00DC559028416BC90C0BE4FD614171787D20CB902841EF7F052FA5046241CAE9E8DA2DFD284189FB24C29D046241CEC03B3CB3FC284136F0266FDCFD614114ED00DC559028416BC90C0BE4FD6141	887-2-NO	SB-23-X-D-III-2-NO	\N
8816	0106000020EF7C000001000000010300000001000000050000009A6602486B24284198CF1847AC0462411E534871D824284110EDD03C6D0B62410CFE80813D912841A2D0B251660B624171787D20CB902841EF7F052FA50462419A6602486B24284198CF1847AC046241	814-3-SE	SB-23-X-B-VI-3-SE	\N
8817	0106000020EF7C0000010000000103000000010000000500000071787D20CB902841EF7F052FA50462410CFE80813D912841A2D0B251660B624171795D74A5FD2841B1E1E0135F0B6241CAE9E8DA2DFD284189FB24C29D04624171787D20CB902841EF7F052FA5046241	814-4-SO	SB-23-X-B-VI-4-SO	\N
8818	0106000020EF7C00000100000001030000000100000005000000BE08022276B82741D21146D5730B624182B40F74DBB827411813CE9E3412624156E7AFD842252841383B3D312E1262411E534871D824284110EDD03C6D0B6241BE08022276B82741D21146D5730B6241	814-3-NO	SB-23-X-B-VI-3-NO	\N
8819	0106000020EF7C000001000000010300000001000000050000001E534871D824284110EDD03C6D0B624156E7AFD842252841383B3D312E1262418A71E9FEAC91284148F01C73271262410CFE80813D912841A2D0B251660B62411E534871D824284110EDD03C6D0B6241	814-3-NE	SB-23-X-B-VI-3-NE	\N
8820	0106000020EF7C000001000000010300000001000000050000000CFE80813D912841A2D0B251660B62418A71E9FEAC91284148F01C732712624121C975081AFE2841CE9C62642012624171795D74A5FD2841B1E1E0135F0B62410CFE80813D912841A2D0B251660B6241	814-4-NO	SB-23-X-B-VI-4-NO	\N
8821	0106000020EF7C00000100000001030000000100000005000000A96CD9253EB9274129B20A67F51862419AE341379EB927415B94042EB61F62418E5166610F26284180245416B01F62416981197EAA25284169286624EF186241A96CD9253EB9274129B20A67F5186241	814-1-NO	SB-23-X-B-VI-1-NO	\N
8822	0106000020EF7C000001000000010300000001000000050000006981197EAA25284169286624EF1862418E5166610F26284180245416B01F6241923E654E83922841117748B2A91F6241EAA29598199228412A154C93E81862416981197EAA25284169286624EF186241	814-1-NE	SB-23-X-B-VI-1-NE	\N
8823	0106000020EF7C00000100000001030000000100000005000000EAA29598199228412A154C93E8186241923E654E83922841117748B2A91F6241C48F0720FAFE2841C581D701A31F6241F4180F978BFE28417A28B2B3E1186241EAA29598199228412A154C93E8186241	814-2-NO	SB-23-X-B-VI-2-NO	\N
8824	0106000020EF7C000001000000010300000001000000050000009AE341379EB927415B94042EB61F62418C932CA8FBB927418760C4F376266241125A788271262841DCA00F07712662418E5166610F26284180245416B01F62419AE341379EB927415B94042EB61F6241	744-3-SO	SB-23-X-B-III-3-SO	\N
8825	0106000020EF7C000001000000010300000001000000050000008E5166610F26284180245416B01F6241125A788271262841DCA00F07712662414ECD3820EA922841394F1AD06A266241923E654E83922841117748B2A91F62418E5166610F26284180245416B01F6241	744-3-SE	SB-23-X-B-III-3-SE	\N
8826	0106000020EF7C00000100000001030000000100000005000000923E654E83922841117748B2A91F62414ECD3820EA922841394F1AD06A266241343B3EA365FF284127A7DA4E64266241C48F0720FAFE2841C581D701A31F6241923E654E83922841117748B2A91F6241	744-4-SO	SB-23-X-B-III-4-SO	\N
8827	0106000020EF7C000001000000010300000001000000050000008ABE7D7856BA274106BF52B8372D6241726E1AA8AEBA2741A459B87BF8336241FA37787D2D2728410AE710E5F23362415E6F32E1D02628414C10A1F6312D62418ABE7D7856BA274106BF52B8372D6241	744-1-SO	SB-23-X-B-III-1-SO	\N
8828	0106000020EF7C000001000000010300000001000000050000005E6F32E1D02628414C10A1F6312D6241FA37787D2D2728410AE710E5F233624162357217AF932841464E5F08ED33624159B4F10D4E93284149D8C9EC2B2D62415E6F32E1D02628414C10A1F6312D6241	744-1-SE	SB-23-X-B-III-1-SE	\N
8829	0106000020EF7C0000010000000103000000010000000500000059B4F10D4E93284149D8C9EC2B2D624162357217AF932841464E5F08ED33624180E8E69733002941E1569AE5E6336241B20F9320CEFF28417698C39A252D624159B4F10D4E93284149D8C9EC2B2D6241	744-2-SO	SB-23-X-B-III-2-SO	\N
8830	0106000020EF7C00000100000001030000000100000005000000726E1AA8AEBA2741A459B87BF83362410375E83604BB274193DBFD3DB93A6241942C2E5787272841B19A67D2B33A6241FA37787D2D2728410AE710E5F2336241726E1AA8AEBA2741A459B87BF8336241	744-1-NO	SB-23-X-B-III-1-NO	\N
8831	0106000020EF7C000001000000010300000001000000050000000375E83604BB274193DBFD3DB93A6241DA6BCE2457BB274163F12BFF794162410698396EDE2728412EA2ADBE74416241942C2E5787272841B19A67D2B33A62410375E83604BB274193DBFD3DB93A6241	677-3-SO	SA-23-Z-D-VI-3-SO	\N
8832	0106000020EF7C00000100000001030000000100000005000000FA37787D2D2728410AE710E5F2336241942C2E5787272841B19A67D2B33A6241936E9D3C0D9428418CEEE222AE3A624162357217AF932841464E5F08ED336241FA37787D2D2728410AE710E5F2336241	744-1-NE	SB-23-X-B-III-1-NE	\N
8833	0106000020EF7C0000010000000103000000010000000500000062357217AF932841464E5F08ED336241936E9D3C0D9428418CEEE222AE3A6241BA871B0996002941E0E4662FA83A624180E8E69733002941E1569AE5E633624162357217AF932841464E5F08ED336241	744-2-NO	SB-23-X-B-III-2-NO	\N
8834	0106000020EF7C00000100000001030000000100000005000000942C2E5787272841B19A67D2B33A62410698396EDE2728412EA2ADBE74416241925A577D68942841C4F75C3C6F416241936E9D3C0D9428418CEEE222AE3A6241942C2E5787272841B19A67D2B33A6241	677-3-SE	SA-23-Z-D-VI-3-SE	\N
8835	0106000020EF7C00000100000001030000000100000005000000936E9D3C0D9428418CEEE222AE3A6241925A577D68942841C4F75C3C6F41624157961374F50029412F46317869416241BA871B0996002941E0E4662FA83A6241936E9D3C0D9428418CEEE222AE3A6241	677-4-SO	SA-23-Z-D-VI-4-SO	\N
8836	0106000020EF7C000001000000010300000001000000050000007FB4B371A7BB2741F8484BBF3A4862415C78801DF5BB27417F91647EFB4E6241C219EA5384282841D18E2994F64E6241579780C232282841BB75EBA9354862417FB4B371A7BB2741F8484BBF3A486241	677-1-SO	SA-23-Z-D-VI-1-SO	\N
8837	0106000020EF7C000001000000010300000001000000050000005C78801DF5BB27417F91647EFB4E6241CEA81D2840BC2741627B803CBC556241BAE05D22D32828412168707DB7556241C219EA5384282841D18E2994F64E62415C78801DF5BB27417F91647EFB4E6241	677-1-NO	SA-23-Z-D-VI-1-NO	\N
8838	0106000020EF7C00000100000001030000000100000005000000579780C232282841BB75EBA935486241C219EA5384282841D18E2994F64E624135840B5116952841E445556CF14E62418DD084D9C0942841D6A9D55430486241579780C232282841BB75EBA935486241	677-1-SE	SA-23-Z-D-VI-1-SE	\N
8839	0106000020EF7C000001000000010300000001000000050000008DD084D9C0942841D6A9D5543048624135840B5116952841E445556CF14E62411F28DD36AB012941C097DF06EC4E624136A4B2D851012941C37F01C02A4862418DD084D9C0942841D6A9D55430486241	677-2-SO	SA-23-Z-D-VI-2-SO	\N
8840	0106000020EF7C00000100000001030000000100000005000000C219EA5384282841D18E2994F64E6241BAE05D22D32828412168707DB7556241CA05D2E3689528413F0EE482B255624135840B5116952841E445556CF14E6241C219EA5384282841D18E2994F64E6241	677-1-NE	SA-23-Z-D-VI-1-NE	\N
8841	0106000020EF7C0000010000000103000000010000000500000035840B5116952841E445556CF14E6241CA05D2E3689528413F0EE482B2556241C27F788E010229416E95D34CAD5562411F28DD36AB012941C097DF06EC4E624135840B5116952841E445556CF14E6241	677-2-NO	SA-23-Z-D-VI-2-NO	\N
8842	0106000020EF7C0000010000000103000000010000000500000022FF749188BC27413FB8A7F97C5C62419AFC7059CEBC2741DCFAE2B53D636241525D077668292841FC4B3A4D39636241F07FC42D1F292841867DC865785C624122FF749188BC27413FB8A7F97C5C6241	614-3-NO	SA-23-Z-D-III-3-NO	\N
8843	0106000020EF7C000001000000010300000001000000050000009AFC7059CEBC2741DCFAE2B53D63624174EAFC7F11BD27411DF73A71FE69624118B110FBAE2928419A51CE33FA696241525D077668292841FC4B3A4D396362419AFC7059CEBC2741DCFAE2B53D636241	614-1-SO	SA-23-Z-D-III-1-SO	\N
8844	0106000020EF7C00000100000001030000000100000005000000F07FC42D1F292841867DC865785C6241525D077668292841FC4B3A4D39636241A602BD5A05962841C23250AD3463624123C2BF91B89528415A468A98735C6241F07FC42D1F292841867DC865785C6241	614-3-NE	SA-23-Z-D-III-3-NE	\N
8845	0106000020EF7C0000010000000103000000010000000500000023C2BF91B89528415A468A98735C6241A602BD5A05962841C23250AD34636241D7A39B29A502294183641DD62F636241CCEF6ADF540229413281E5916E5C624123C2BF91B89528415A468A98735C6241	614-4-NO	SA-23-Z-D-III-4-NO	\N
8846	0106000020EF7C00000100000001030000000100000005000000525D077668292841FC4B3A4D3963624118B110FBAE2928419A51CE33FA69624158EDB23E4F96284115193EC1F5696241A602BD5A05962841C23250AD34636241525D077668292841FC4B3A4D39636241	614-1-SE	SA-23-Z-D-III-1-SE	\N
8847	0106000020EF7C00000100000001030000000100000005000000A602BD5A05962841C23250AD3463624158EDB23E4F96284115193EC1F569624184AEF26CF2022941DD498319F1696241D7A39B29A502294183641DD62F636241A602BD5A05962841C23250AD34636241	614-2-SO	SA-23-Z-D-III-2-SO	\N
8848	0106000020EF7C0000010000000103000000010000000500000074EAFC7F11BD27411DF73A71FE696241E8D9040552BD2741FD61B82BBF706241BB85CBBCF22928417F0D8D19BB70624118B110FBAE2928419A51CE33FA69624174EAFC7F11BD27411DF73A71FE696241	614-1-NO	SA-23-Z-D-III-1-NO	\N
8849	0106000020EF7C0000010000000103000000010000000500000018B110FBAE2928419A51CE33FA696241BB85CBBCF22928417F0D8D19BB706241DC848B3D96962841F53F5CD4B670624158EDB23E4F96284115193EC1F569624118B110FBAE2928419A51CE33FA696241	614-1-NE	SA-23-Z-D-III-1-NE	\N
8850	0106000020EF7C0000010000000103000000010000000500000058EDB23E4F96284115193EC1F5696241DC848B3D96962841F53F5CD4B67062416C0959A93C032941C03C1F5CB270624184AEF26CF2022941DD498319F169624158EDB23E4F96284115193EC1F5696241	614-2-NO	SA-23-Z-D-III-2-NO	\N
8851	0106000020EF7C0000010000000103000000010000000500000030A475E88FBD27417CF163E57F7762418AEA3C2ACBBD27419B5C469E407E624110F705F6712A2841ABA9ACE23C7E624105B823BB332A2841D1FF7EFE7B77624130A475E88FBD27417CF163E57F776241	553-3-NO	SA-23-Z-B-VI-3-NO	\N
8852	0106000020EF7C0000010000000103000000010000000500000005B823BB332A2841D1FF7EFE7B77624110F705F6712A2841ABA9ACE23C7E62411214918B1B972841CC6E4AF8387E624176A83157DA96284102EFB2E67777624105B823BB332A2841D1FF7EFE7B776241	553-3-NE	SA-23-Z-B-VI-3-NE	\N
8853	0106000020EF7C0000010000000103000000010000000500000076A83157DA96284102EFB2E6777762411214918B1B972841CC6E4AF8387E62418219FC0CC8032941CA7D19DF347E62413395B8DE830329419A49F99D7377624176A83157DA96284102EFB2E677776241	553-4-NO	SA-23-Z-B-VI-4-NO	\N
8854	0106000020EF7C000001000000010300000001000000050000008AEA3C2ACBBD27419B5C469E407E6241371649CA03BE27414F5B68560185624146C45F6DAD2A2841198D1EC6FD84624110F705F6712A2841ABA9ACE23C7E62418AEA3C2ACBBD27419B5C469E407E6241	553-1-SO	SA-23-Z-B-VI-1-SO	\N
8855	0106000020EF7C0000010000000103000000010000000500000010F705F6712A2841ABA9ACE23C7E624146C45F6DAD2A2841198D1EC6FD846241496096DA59972841CD082B09FA8462411214918B1B972841CC6E4AF8387E624110F705F6712A2841ABA9ACE23C7E6241	553-1-SE	SA-23-Z-B-VI-1-SE	\N
8856	0106000020EF7C000001000000010300000001000000050000001214918B1B972841CC6E4AF8387E6241496096DA59972841CD082B09FA84624115450F34090429418BE7871FF68462418219FC0CC8032941CA7D19DF347E62411214918B1B972841CC6E4AF8387E6241	553-2-SO	SA-23-Z-B-VI-2-SO	\N
8857	0106000020EF7C00000100000001030000000100000005000000DC2699360E4E0441CBF5A57AB38B62413CBDC381174D0441EB1E80EB7492624132BFA04EF6FF0541E4986F9E789262413E4985B0E2000641F3954C5FB78B6241DC2699360E4E0441CBF5A57AB38B6241	488-3-SO	SA-23-Y-A-I-3-SO	\N
8858	0106000020EF7C0000010000000103000000010000000500000094F643EFAAB3074159075D19BB8B624106CFDADEC8B207419AB5E8287C926241BC552FBB8F650941410DF18A7F9262416032827B67660941082DDDA8BE8B624194F643EFAAB3074159075D19BB8B6241	488-4-SO	SA-23-Y-A-I-4-SO	\N
8859	0106000020EF7C000001000000010300000001000000050000003CBDC381174D0441EB1E80EB749262413ECF03722D4C04419049C55B36996241AABD5B0A16FF05410301F9DC3999624132BFA04EF6FF0541E4986F9E789262413CBDC381174D0441EB1E80EB74926241	488-3-NO	SA-23-Y-A-I-3-NO	\N
8860	0106000020EF7C000001000000010300000001000000050000003ECF03722D4C04419049C55B3699624176359F07504B04411B497DCBF79F62417418F9E341FE0541B1DFF01AFB9F6241AABD5B0A16FF05410301F9DC399962413ECF03722D4C04419049C55B36996241	488-1-SO	SA-23-Y-A-I-1-SO	\N
8861	0106000020EF7C0000010000000103000000010000000500000006CFDADEC8B207419AB5E8287C9262418E4DAE64F2B10741855FD6373D9962411C77C809C364094159B2626C40996241BC552FBB8F650941410DF18A7F92624106CFDADEC8B207419AB5E8287C926241	488-4-NO	SA-23-Y-A-I-4-NO	\N
8862	0106000020EF7C000001000000010300000001000000050000008E4DAE64F2B10741855FD6373D996241AC44FE8027B10741CA512E46FE9F62412A6B8A6701640941ADA13A4D01A062411C77C809C364094159B2626C409962418E4DAE64F2B10741855FD6373D996241	488-2-SO	SA-23-Y-A-I-2-SO	\N
8863	0106000020EF7C000001000000010300000001000000050000006032827B67660941082DDDA8BE8B6241BC552FBB8F650941410DF18A7F9262418E54496C4B180B41CDF78DC482926241C69DDADD18190B4176A6D20DC28B62416032827B67660941082DDDA8BE8B6241	488-4-SE	SA-23-Y-A-I-4-SE	\N
8864	0106000020EF7C000001000000010300000001000000050000007A4FD69EBFCB0C4192CF4248C58B62411A3DC27AFCCA0C410A8DC4D585926241CBC8226FA37D0E41AEA499BE88926241D6AAED465C7E0E41DDC03258C88B62417A4FD69EBFCB0C4192CF4248C58B6241	489-3-SE	SA-23-Y-A-II-3-SE	\N
8865	0106000020EF7C00000100000001030000000100000005000000BC552FBB8F650941410DF18A7F9262411C77C809C364094159B2626C40996241B4C5648288170B41E409A37A439962418E54496C4B180B41CDF78DC482926241BC552FBB8F650941410DF18A7F926241	488-4-NE	SA-23-Y-A-I-4-NE	\N
8866	0106000020EF7C000001000000010300000001000000050000001C77C809C364094159B2626C409962412A6B8A6701640941ADA13A4D01A0624144CB6620D0160B4118981A3004A06241B4C5648288170B41E409A37A439962411C77C809C364094159B2626C40996241	488-2-SE	SA-23-Y-A-I-2-SE	\N
8867	0106000020EF7C000001000000010300000001000000050000001A3DC27AFCCA0C410A8DC4D58592624126302C5743CA0C41BC399C624699624176F0B610F47C0E41BAD8522449996241CBC8226FA37D0E41AEA499BE889262411A3DC27AFCCA0C410A8DC4D585926241	489-3-NE	SA-23-Y-A-II-3-NE	\N
8868	0106000020EF7C0000010000000103000000010000000500000026302C5743CA0C41BC399C6246996241300B4B3494C90C415AC4D2EE06A06241CE0FDE2B4E7C0E41637C678909A0624176F0B610F47C0E41BAD852244999624126302C5743CA0C41BC399C6246996241	489-1-SE	SA-23-Y-A-II-1-SE	\N
8869	0106000020EF7C000001000000010300000001000000050000003C02D8427F4A04419AF1AF3AB9A66241A481EC23BB490441BB1765A97AAD62418423D4F1BDFC05419F494C957DAD6241D006B8DB79FD0541FD465F58BCA662413C02D8427F4A04419AF1AF3AB9A66241	436-3-SO	SA-23-V-C-IV-3-SO	\N
8870	0106000020EF7C00000100000001030000000100000005000000A481EC23BB490441BB1765A97AAD62415E3917AB03490441C490A4173CB46241C06C85260EFC0541EAFABFD13EB462418423D4F1BDFC05419F494C957DAD6241A481EC23BB490441BB1765A97AAD6241	436-3-NO	SA-23-V-C-IV-3-NO	\N
8871	0106000020EF7C00000100000001030000000100000005000000F813073468B00741D4D9F853BFA6624116A8017EB4AF0741B5453E6180AD624142AE6B519F6209410D783F0D83AD624106BDAED44A6309415161812DC2A66241F813073468B00741D4D9F853BFA66241	436-4-SO	SA-23-V-C-IV-4-SO	\N
8872	0106000020EF7C0000010000000103000000010000000500000016A8017EB4AF0741B5453E6180AD6241AE7A235F0CAF074123E4066E41B46241CC36F4DDFE6109414C6D7DEC43B4624142AE6B519F6209410D783F0D83AD624116A8017EB4AF0741B5453E6180AD6241	436-4-NO	SA-23-V-C-IV-4-NO	\N
8873	0106000020EF7C0000010000000103000000010000000500000006BDAED44A6309415161812DC2A6624142AE6B519F6209410D783F0D83AD62414C5AF6F47E150B41EF19549985AD6241021F864622160B41815EFDE4C4A6624106BDAED44A6309415161812DC2A66241	436-4-SE	SA-23-V-C-IV-4-SE	\N
8874	0106000020EF7C0000010000000103000000010000000500000042AE6B519F6209410D783F0D83AD6241CC36F4DDFE6109414C6D7DEC43B462411AF6E72BE6140B41DA87274D46B462414C5AF6F47E150B41EF19549985AD624142AE6B519F6209410D783F0D83AD6241	436-4-NE	SA-23-V-C-IV-4-NE	\N
8875	0106000020EF7C0000010000000103000000010000000500000072B95212EFC80C415B1C717AC7A66241EA2E74F153C80C41ED31800588AD624166E5A6CF1E7B0E41EF93C7518AAD62416746C9C0B17B0E41D3AFE0EDC9A6624172B95212EFC80C415B1C717AC7A66241	437-3-SE	SA-23-V-C-V-3-SE	\N
8876	0106000020EF7C00000100000001030000000100000005000000EA2E74F153C80C41ED31800588AD62412468DDD1C2C70C41ECF5089048B46241736FA258957A0E41524A25B54AB4624166E5A6CF1E7B0E41EF93C7518AAD6241EA2E74F153C80C41ED31800588AD6241	437-3-NE	SA-23-V-C-V-3-NE	\N
8877	0106000020EF7C000001000000010300000001000000050000005E3917AB03490441C490A4173CB46241DAE88ED85848044188327685FDBA62412444007A6AFB0541C46EC20D00BB6241C06C85260EFC0541EAFABFD13EB462415E3917AB03490441C490A4173CB46241	436-1-SO	SA-23-V-C-IV-1-SO	\N
8878	0106000020EF7C00000100000001030000000100000005000000AE7A235F0CAF074123E4066E41B462415E929ED76FAE074169045B7A02BB6241FA04787A6961094114C943CB04BB6241CC36F4DDFE6109414C6D7DEC43B46241AE7A235F0CAF074123E4066E41B46241	436-2-SO	SA-23-V-C-IV-2-SO	\N
8879	0106000020EF7C00000100000001030000000100000005000000088986ACBA47044163D3E1F2BEC16241724C2D2729470441284AEF5F80C862417C14127E47FA054162F0938482C862419C6E75ECD2FA05419DB95B49C1C16241088986ACBA47044163D3E1F2BEC16241	385-3-SO	SA-23-V-C-I-3-SO	\N
8880	0106000020EF7C00000100000001030000000100000005000000B282A1E7DEAD074161F64286C3C16241266C578F59AD0741670AC79184C8624118BB1FE45F60094128D78B8786C862416C7D2327DF600941FE139BA9C5C16241B282A1E7DEAD074161F64286C3C16241	385-4-SO	SA-23-V-C-I-4-SO	\N
8881	0106000020EF7C00000100000001030000000100000005000000CC36F4DDFE6109414C6D7DEC43B46241FA04787A6961094114C943CB04BB6241FE4A88EB57140B415A66800007BB62411AF6E72BE6140B41DA87274D46B46241CC36F4DDFE6109414C6D7DEC43B46241	436-2-SE	SA-23-V-C-IV-2-SE	\N
8882	0106000020EF7C000001000000010300000001000000050000002468DDD1C2C70C41ECF5089048B46241646AB9B33BC70C41D759141A09BB6241BF98E45B157A0E413AF502180BBB6241736FA258957A0E41524A25B54AB462412468DDD1C2C70C41ECF5089048B46241	437-1-SE	SA-23-V-C-V-1-SE	\N
8883	0106000020EF7C000001000000010300000001000000050000006C7D2327DF600941FE139BA9C5C1624118BB1FE45F60094128D78B8786C86241DEDF7A055B130B415570E56588C8624108910134D4130B411C7467B3C7C162416C7D2327DF600941FE139BA9C5C16241	385-4-SE	SA-23-V-C-I-4-SE	\N
8884	0106000020EF7C0000010000000103000000010000000500000072433097BEC60C41C74FABA3C9C16241AA09677C4BC60C4160CAD62C8AC862412B91D1D131790E4191B462DC8BC86241F24693D99E790E4180B7697ACBC1624172433097BEC60C41C74FABA3C9C16241	386-3-SE	SA-23-V-C-II-3-SE	\N
8885	0106000020EF7C00000100000001030000000100000005000000724C2D2729470441284AEF5F80C862412E9FAE48A44604411D6EA6CC41CF62415EC1FF2EC8F905417A2873BF43CF62417C14127E47FA054162F0938482C86241724C2D2729470441284AEF5F80C86241	385-3-NO	SA-23-V-C-I-3-NO	\N
8886	0106000020EF7C00000100000001030000000100000005000000266C578F59AD0741670AC79184C8624112FCE7CEDFAC07415091EF9C45CF62412C8F92B1EB5F09412D9C1E6547CF624118BB1FE45F60094128D78B8786C86241266C578F59AD0741670AC79184C86241	385-4-NO	SA-23-V-C-I-4-NO	\N
8887	0106000020EF7C00000100000001030000000100000005000000C42632112C460441F3160F3903D6624138C2DB80C0450441B71C31A5C4DC6241C24E62EFEDF8054142F44634C6DC6241186464FF54F90541B47701FA04D66241C42632112C460441F3160F3903D66241	385-1-NO	SA-23-V-C-I-1-NO	\N
8888	0106000020EF7C000001000000010300000001000000050000009E6C77A671AC074162DCC4A706D66241D48426160FAC0741453D4FB2C7DC6241A0CE627E245F094166544C1FC9DC624122819E8F825F09411BED5B4208D662419E6C77A671AC074162DCC4A706D66241	385-2-NO	SA-23-V-C-I-2-NO	\N
8889	0106000020EF7C0000010000000103000000010000000500000018BB1FE45F60094128D78B8786C862412C8F92B1EB5F09412D9C1E6547CF6241922E1860EC120B41BB1A031849CF6241DEDF7A055B130B415570E56588C8624118BB1FE45F60094128D78B8786C86241	385-4-NE	SA-23-V-C-I-4-NE	\N
